user_id,country,gender,age,registration_date,acquisition_channel,is_premium
U00516,France,Female,30,2026-01-20,Social Media,1
U00517,Netherlands,Male,21,2026-01-24,Organic Search,0
U00518,Poland,Male,25,2026-01-15,Social Media,1
U00519,Italy,Male,46,2026-01-20,Influencer,0
U00520,Germany,Female,20,2026-01-16,Referral,0
U00521,Sweden,Female,35,2026-01-13,Organic Search,0
U00522,Poland,Male,23,2026-01-02,Social Media,0
U00523,Poland,Male,33,2026-02-23,Organic Search,0
U00524,Germany,Male,16,2026-02-02,Social Media,0
U00525,Netherlands,Male,23,2026-01-10,Organic Search,0
U00526,France,Female,19,2026-01-22,App Store,1
U00527,Germany,Female,26,2026-02-02,App Store,0
U00528,Germany,Female,27,2026-01-18,App Store,0
U00529,Italy,Female,30,2026-01-20,App Store,0
U00530,Germany,Female,21,2026-01-28,Referral,0
U00531,Netherlands,Female,29,2026-01-21,Organic Search,0
U00532,Spain,Male,34,2026-01-05,Social Media,0
U00533,Germany,Male,28,2026-01-05,Organic Search,0
U00534,UK,Female,34,2026-01-22,App Store,0
U00535,Spain,Male,29,2026-01-08,Social Media,0
U00536,Spain,Male,31,2026-01-19,Social Media,0
U00537,Italy,Female,23,2026-01-02,Influencer,0
U00538,France,Male,32,2026-01-07,Organic Search,0
U00539,UK,Female,28,2026-01-08,Referral,0
U00540,UK,Female,26,2026-02-23,Referral,0
U00541,UK,Female,33,2026-02-09,Paid Ads,0
U00542,Germany,Male,32,2026-01-03,Organic Search,0
U00543,Italy,Female,35,2026-01-06,Organic Search,0
U00544,Netherlands,Female,18,2026-01-01,Referral,0
U00545,Netherlands,Female,29,2026-01-18,Paid Ads,0
U00546,France,Female,35,2026-01-10,Organic Search,0
U00547,Poland,Female,30,2026-01-05,Paid Ads,0
U00548,Netherlands,Female,16,2026-01-26,Influencer,1
U00549,France,Female,20,2026-02-23,Organic Search,0
U00550,Spain,Female,38,2026-01-21,Social Media,0
U00551,Netherlands,Female,31,2026-01-13,Influencer,0
U00552,Germany,Male,21,2026-01-31,Influencer,0
U00553,Sweden,Female,28,2026-01-14,Social Media,0
U00554,Netherlands,Male,31,2026-02-20,Influencer,0
U00555,UK,Male,27,2026-01-02,Influencer,0
U00556,Poland,Female,24,2026-01-05,Referral,0
U00557,Germany,Female,34,2026-02-23,Organic Search,0
U00558,Netherlands,Other,23,2026-01-13,Referral,1
U00559,UK,Male,26,2026-01-02,Organic Search,0
U00560,France,Male,22,2026-01-03,Organic Search,0
U00561,Austria,Female,27,2026-01-07,App Store,0
U00562,UK,Male,31,2026-01-03,Social Media,0
U00563,Spain,Male,32,2026-01-04,Social Media,0
U00564,Germany,Male,24,2026-01-14,Social Media,0
U00565,Italy,Male,29,2026-01-04,Influencer,0
U00566,France,Male,46,2026-01-13,Social Media,0
U00567,Germany,Male,40,2026-01-18,Influencer,0
U00568,Sweden,Male,25,2026-01-16,Referral,0
U00569,Poland,Male,27,2026-01-28,Social Media,0
U00570,Sweden,Male,18,2026-02-09,Social Media,0
U00571,France,Female,26,2026-02-23,Organic Search,0
U00572,Netherlands,Female,25,2026-01-21,Organic Search,0
U00573,UK,Female,29,2026-01-05,Social Media,0
U00574,Germany,Female,20,2026-01-07,Paid Ads,0
U00575,Netherlands,Male,36,2026-01-10,Organic Search,0
U00576,Sweden,Female,24,2026-01-04,Influencer,0
U00577,Germany,Female,22,2026-01-01,Referral,0
U00578,Netherlands,Female,21,2026-01-04,Social Media,0
U00579,Germany,Female,21,2026-01-06,Referral,0
U00580,France,Female,23,2026-01-04,Social Media,0
U00581,Netherlands,Other,24,2026-02-05,Organic Search,1
U00582,Germany,Male,37,2026-01-15,Influencer,0
U00583,France,Female,16,2026-02-06,Organic Search,1
U00584,France,Male,40,2026-01-02,App Store,1
U00585,Netherlands,Male,25,2026-02-02,Social Media,0
U00586,Germany,Female,20,2026-01-06,Influencer,0
U00587,Poland,Male,28,2026-01-30,Organic Search,0
U00588,Germany,Female,37,2026-01-23,Paid Ads,0
U00589,Netherlands,Female,34,2026-02-23,Referral,0
U00590,UK,Male,24,2026-02-23,Organic Search,0
U00591,Spain,Female,23,2026-01-12,Social Media,0
U00592,Sweden,Female,26,2026-01-05,Social Media,0
U00593,Germany,Male,30,2026-01-04,Paid Ads,0
U00594,France,Male,19,2026-01-13,Influencer,0
U00595,Italy,Female,21,2026-01-11,Referral,0
U00596,Poland,Male,40,2026-01-24,Social Media,0
U00597,Germany,Male,36,2026-01-03,App Store,0
U00598,UK,Female,26,2026-01-08,Influencer,0
U00599,Germany,Male,34,2026-01-09,App Store,0
U00600,Belgium,Female,28,2026-01-17,Influencer,0
U00601,UK,Male,27,2026-01-18,Social Media,1
U00602,Austria,Male,28,2026-01-02,Influencer,0
U00603,Germany,Female,21,2026-01-04,Influencer,0
U00604,Belgium,Female,28,2026-02-23,Social Media,0
U00605,France,Male,25,2026-01-06,Influencer,0
U00606,Netherlands,Male,41,2026-02-04,Referral,0
U00607,UK,Male,23,2026-01-05,Organic Search,0
U00608,France,Female,35,2026-01-06,Social Media,0
U00609,Sweden,Male,16,2026-02-23,Organic Search,0
U00610,Spain,Female,25,2026-01-01,Social Media,0
U00611,Germany,Female,28,2026-01-26,Organic Search,0
U00612,Germany,Female,31,2026-02-23,Influencer,1
U00613,UK,Female,36,2026-02-03,Influencer,0
U00614,UK,Male,25,2026-01-09,Social Media,0
U00615,Spain,Male,19,2026-01-04,Referral,1
U00616,France,Male,25,2026-02-12,Influencer,0
U00617,France,Female,29,2026-01-20,Social Media,0
U00618,France,Female,32,2026-01-12,App Store,0
U00619,Germany,Female,36,2026-01-12,Social Media,0
U00620,UK,Female,28,2026-01-14,Social Media,0
U00621,Netherlands,Male,27,2026-01-27,Social Media,0
U00622,Italy,Female,30,2026-01-11,App Store,0
U00623,Austria,Male,39,2026-01-24,Organic Search,0
U00624,Germany,Female,35,2026-01-06,Social Media,0
U00625,France,Male,25,2026-01-29,Referral,1
U00626,UK,Male,19,2026-01-01,Influencer,0
U00627,Germany,Male,31,2026-02-22,Social Media,1
U00628,Germany,Female,25,2026-01-10,Organic Search,0
U00629,Germany,Female,27,2026-01-18,Social Media,0
U00630,France,Male,27,2026-01-25,Social Media,0
U00631,UK,Female,27,2026-02-05,App Store,0
U00632,UK,Female,23,2026-02-23,Organic Search,0
U00633,UK,Female,16,2026-01-09,Social Media,0
U00634,Germany,Female,25,2026-02-02,App Store,0
U00635,Germany,Male,19,2026-01-23,Organic Search,1
U00636,UK,Female,16,2026-01-05,Influencer,0
U00637,Poland,Female,20,2026-01-11,Organic Search,0
U00638,Sweden,Female,22,2026-02-04,Social Media,0
U00639,Spain,Male,19,2026-01-02,Paid Ads,0
U00640,Austria,Other,34,2026-02-01,Influencer,0
U00641,Sweden,Male,43,2026-01-11,Social Media,0
U00642,Netherlands,Female,23,2026-01-05,Paid Ads,0
U00643,Sweden,Female,21,2026-01-29,Social Media,0
U00644,Germany,Male,23,2026-02-23,Influencer,0
U00645,UK,Female,39,2026-01-23,Influencer,0
U00646,UK,Female,38,2026-01-06,Influencer,0
U00647,Netherlands,Female,29,2026-02-07,Organic Search,0
U00648,UK,Male,21,2026-02-22,Social Media,0
U00649,Germany,Male,20,2026-01-16,Organic Search,0
U00650,Spain,Female,41,2026-01-02,Referral,0
U00651,Netherlands,Female,16,2026-02-19,Social Media,0
U00652,Spain,Male,35,2026-01-15,Influencer,0
U00653,Italy,Female,30,2026-01-08,Organic Search,0
U00654,Germany,Female,29,2026-01-21,Influencer,1
U00655,Spain,Male,32,2026-01-09,Organic Search,1
U00656,Sweden,Female,41,2026-01-21,Organic Search,0
U00657,Spain,Female,21,2026-01-06,Organic Search,0
U00658,Sweden,Female,37,2026-01-17,Social Media,1
U00659,France,Male,17,2026-01-06,Organic Search,0
U00660,Germany,Male,38,2026-02-23,Social Media,0
U00661,Sweden,Other,36,2026-01-08,Social Media,0
U00662,Spain,Female,30,2026-01-08,Organic Search,0
U00663,Germany,Female,35,2026-01-29,Referral,0
U00664,Spain,Female,35,2026-01-05,Organic Search,0
U00665,France,Female,25,2026-01-03,Paid Ads,0
U00666,France,Female,30,2026-01-16,Organic Search,1
U00667,Germany,Female,17,2026-01-21,Referral,1
U00668,France,Female,29,2026-01-06,Social Media,0
U00669,Poland,Female,39,2026-01-10,Influencer,0
U00670,Germany,Female,32,2026-01-17,Social Media,0
U00671,Germany,Male,20,2026-01-23,Social Media,0
U00672,France,Male,36,2026-02-23,Social Media,0
U00673,Netherlands,Female,23,2026-01-09,Social Media,0
U00674,Spain,Other,26,2026-01-13,Social Media,0
U00675,Germany,Female,16,2026-01-22,Social Media,0
U00676,Germany,Female,18,2026-02-23,Influencer,0
U00677,Germany,Male,38,2026-01-11,Social Media,0
U00678,UK,Male,40,2026-01-27,Organic Search,1
U00679,Netherlands,Female,29,2026-01-09,App Store,0
U00680,Germany,Female,35,2026-02-17,Social Media,0
U00681,Germany,Male,41,2026-01-02,Paid Ads,0
U00682,Netherlands,Female,18,2026-01-02,Social Media,0
U00683,Sweden,Female,29,2026-01-03,Referral,0
U00684,Germany,Female,27,2026-01-01,Social Media,0
U00685,Netherlands,Female,26,2026-02-03,Paid Ads,1
U00686,Austria,Male,42,2026-02-03,Social Media,0
U00687,France,Female,24,2026-01-19,Referral,0
U00688,Germany,Male,26,2026-01-01,Referral,0
U00689,Netherlands,Male,29,2026-02-04,Influencer,0
U00690,Netherlands,Male,37,2026-02-23,Social Media,0
U00691,UK,Female,18,2026-01-02,Influencer,0
U00692,France,Male,30,2026-01-22,Organic Search,0
U00693,Germany,Male,24,2026-01-02,Social Media,0
U00694,France,Male,19,2026-02-06,Organic Search,0
U00695,Germany,Male,39,2026-02-12,Influencer,0
U00696,Germany,Male,41,2026-01-01,Organic Search,0
U00697,Netherlands,Male,24,2026-01-04,Organic Search,0
U00698,France,Male,26,2026-01-09,Paid Ads,0
U00699,Belgium,Male,34,2026-01-02,Organic Search,0
U00700,Netherlands,Male,16,2026-01-14,Social Media,1
U00701,UK,Male,38,2026-01-08,Social Media,0
U00702,Germany,Male,32,2026-02-01,Influencer,0
U00703,France,Female,26,2026-01-09,App Store,0
U00704,UK,Female,25,2026-02-05,Organic Search,0
U00705,France,Other,31,2026-01-09,App Store,0
U00706,Netherlands,Female,24,2026-02-02,Referral,1
U00707,Spain,Male,36,2026-01-11,Social Media,0
U00708,Germany,Female,16,2026-01-11,Organic Search,0
U00709,Belgium,Female,23,2026-01-23,Social Media,0
U00710,UK,Female,19,2026-01-18,Organic Search,0
U00711,Netherlands,Female,32,2026-01-01,Social Media,0
U00712,Netherlands,Male,22,2026-01-24,Influencer,0
U00713,Spain,Female,20,2026-01-07,Social Media,0
U00714,France,Male,27,2026-01-01,Social Media,0
U00715,Spain,Male,32,2026-01-04,Social Media,1
U00716,Netherlands,Female,28,2026-01-11,Social Media,0
U00717,Germany,Male,29,2026-02-14,Influencer,0
U00718,France,Female,35,2026-02-18,Influencer,1
U00719,UK,Male,22,2026-01-17,Influencer,0
U00720,Netherlands,Male,20,2026-01-02,Organic Search,0
U00721,Germany,Male,36,2026-01-01,Influencer,0
U00722,Italy,Female,25,2026-01-01,Organic Search,0
U00723,France,Female,36,2026-02-23,Paid Ads,0
U00724,UK,Female,36,2026-01-02,Organic Search,0
U00725,UK,Male,42,2026-01-06,App Store,0
U00726,UK,Male,28,2026-01-05,Paid Ads,0
U00727,Belgium,Male,32,2026-01-24,Paid Ads,0
U00728,Germany,Female,33,2026-01-27,Influencer,0
U00729,France,Male,41,2026-01-28,Organic Search,0
U00730,UK,Male,21,2026-01-31,Referral,0
U00731,Italy,Female,25,2026-02-23,Social Media,0
U00732,Germany,Female,30,2026-01-03,Organic Search,0
U00733,Italy,Female,33,2026-02-08,App Store,0
U00734,Spain,Female,24,2026-01-23,Social Media,0
U00735,Netherlands,Female,25,2026-02-02,Referral,0
U00736,Belgium,Male,22,2026-01-22,App Store,0
U00737,Belgium,Male,35,2026-01-23,Social Media,0
U00738,Germany,Male,34,2026-01-26,Social Media,0
U00739,UK,Male,29,2026-01-05,App Store,0
U00740,Netherlands,Male,36,2026-02-05,Referral,0
U00741,Germany,Female,36,2026-01-10,Referral,0
U00742,Germany,Male,35,2026-02-13,Organic Search,0
U00743,Spain,Female,21,2026-02-23,Social Media,0
U00744,UK,Male,22,2026-01-01,Social Media,0
U00745,UK,Male,29,2026-01-12,Referral,0
U00746,France,Male,16,2026-02-23,Organic Search,1
U00747,Spain,Female,16,2026-01-31,Organic Search,0
U00748,Netherlands,Male,16,2026-01-13,Social Media,0
U00749,France,Male,33,2026-01-09,Organic Search,0
U00750,France,Male,27,2026-01-01,Referral,0
U00751,Italy,Male,30,2026-01-12,Organic Search,0
U00752,UK,Male,29,2026-01-20,App Store,1
U00753,Germany,Other,36,2026-01-09,Social Media,0
U00754,France,Female,24,2026-02-10,Organic Search,0
U00755,France,Other,30,2026-01-29,Organic Search,0
U00756,Austria,Female,27,2026-01-03,App Store,0
U00757,Germany,Male,32,2026-01-09,Referral,1
U00758,UK,Male,24,2026-01-06,Organic Search,0
U00759,Netherlands,Male,16,2026-02-11,Referral,0
U00760,UK,Male,19,2026-02-23,Organic Search,0
U00761,UK,Male,31,2026-01-03,Influencer,1
U00762,Germany,Female,24,2026-01-05,Referral,0
U00763,Germany,Female,32,2026-01-04,Referral,1
U00764,France,Female,25,2026-02-23,Referral,0
U00765,Poland,Male,21,2026-01-10,Social Media,0
U00766,Germany,Female,20,2026-01-04,Social Media,0
U00767,Italy,Female,21,2026-01-16,Organic Search,0
U00768,France,Male,30,2026-01-07,Paid Ads,0
U00769,UK,Male,25,2026-02-23,Organic Search,0
U00770,Germany,Other,19,2026-01-10,App Store,0
U00771,Netherlands,Male,36,2026-01-02,Social Media,0
U00772,Netherlands,Male,31,2026-01-04,Influencer,0
U00773,UK,Male,23,2026-01-08,Influencer,0
U00774,Spain,Male,23,2026-02-04,Organic Search,0
U00775,Italy,Male,37,2026-01-01,Influencer,0
U00776,Germany,Female,20,2026-01-06,Social Media,1
U00777,Germany,Male,27,2026-01-03,Social Media,0
U00778,Germany,Female,26,2026-01-05,App Store,0
U00779,Poland,Female,18,2026-01-04,Referral,0
U00780,UK,Female,29,2026-01-09,Paid Ads,0
U00781,Netherlands,Female,17,2026-01-28,Referral,0
U00782,UK,Female,26,2026-01-12,Social Media,0
U00783,Poland,Female,32,2026-01-09,Social Media,0
U00784,UK,Female,32,2026-02-23,Influencer,0
U00785,Italy,Female,24,2026-01-11,Influencer,0
U00786,Italy,Male,27,2026-01-21,Organic Search,0
U00787,France,Male,35,2026-01-14,Organic Search,0
U00788,Spain,Female,22,2026-01-12,Social Media,0
U00789,France,Female,25,2026-01-03,Organic Search,1
U00790,Germany,Other,16,2026-01-06,Influencer,0
U00791,Netherlands,Male,32,2026-01-27,App Store,0
U00792,Netherlands,Male,38,2026-01-21,Organic Search,0
U00793,Germany,Male,30,2026-01-11,Social Media,0
U00794,UK,Female,36,2026-01-02,App Store,0
U00795,Germany,Male,31,2026-01-16,Influencer,1
U00796,Germany,Male,22,2026-01-08,Influencer,0
U00797,Spain,Male,28,2026-01-06,Organic Search,0
U00798,Germany,Male,33,2026-01-16,Influencer,0
U00799,Germany,Male,30,2026-01-27,Paid Ads,0
U00800,Netherlands,Male,28,2026-01-22,Influencer,0
U00801,France,Female,29,2026-01-05,App Store,0
U00802,Germany,Male,16,2026-01-22,Social Media,0
U00803,Netherlands,Male,16,2026-01-27,Organic Search,0
U00804,UK,Female,28,2026-01-01,Influencer,0
U00805,France,Male,28,2026-01-20,Organic Search,0
U00806,France,Male,31,2026-01-03,Referral,0
U00807,Germany,Female,21,2026-01-01,Organic Search,0
U00808,Germany,Male,29,2026-01-12,Referral,0
U00809,France,Male,43,2026-01-17,Social Media,0
U00810,Germany,Male,18,2026-01-03,App Store,0
U00811,Austria,Female,39,2026-01-07,Influencer,0
U00812,France,Female,33,2026-01-07,Social Media,0
U00813,Germany,Female,29,2026-01-16,Organic Search,0
U00814,Sweden,Female,33,2026-01-15,Organic Search,1
U00815,Belgium,Male,22,2026-01-23,Paid Ads,0
U00816,Germany,Female,29,2026-01-30,Social Media,0
U00817,Netherlands,Female,21,2026-01-08,Organic Search,0
U00818,Italy,Female,30,2026-01-08,Organic Search,0
U00819,France,Male,24,2026-01-08,Social Media,0
U00820,Austria,Male,28,2026-01-03,Organic Search,0
U00821,France,Female,37,2026-02-13,Organic Search,0
U00822,Poland,Male,26,2026-02-05,Organic Search,0
U00823,Italy,Female,20,2026-02-23,Social Media,0
U00824,Spain,Female,37,2026-02-23,Organic Search,0
U00825,Spain,Male,17,2026-01-08,Paid Ads,0
U00826,Spain,Other,22,2026-01-10,App Store,0
U00827,Sweden,Male,36,2026-01-11,Influencer,0
U00828,Italy,Male,22,2026-01-02,Social Media,0
U00829,Germany,Male,23,2026-01-18,Referral,0
U00830,Netherlands,Female,27,2026-01-11,App Store,0
U00831,France,Male,35,2026-01-01,Social Media,0
U00832,France,Female,36,2026-02-18,App Store,0
U00833,Italy,Female,17,2026-01-10,Paid Ads,0
U00834,Germany,Female,16,2026-01-14,Organic Search,0
U00835,France,Female,31,2026-01-17,Organic Search,0
U00836,France,Male,24,2026-01-13,Referral,0
U00837,Germany,Male,34,2026-01-13,Organic Search,0
U00838,UK,Female,23,2026-01-09,Paid Ads,0
U00839,Germany,Female,40,2026-02-23,Organic Search,1
U00840,Spain,Male,25,2026-01-05,Organic Search,1
U00841,Italy,Male,44,2026-01-12,Organic Search,0
U00842,Germany,Female,22,2026-02-14,Social Media,0
U00843,France,Male,35,2026-02-22,Paid Ads,0
U00844,France,Male,17,2026-02-23,Organic Search,0
U00845,UK,Male,28,2026-01-02,Organic Search,0
U00846,France,Male,23,2026-01-08,Organic Search,0
U00847,Belgium,Female,33,2026-02-18,Organic Search,0
U00848,Belgium,Male,16,2026-01-04,Paid Ads,0
U00849,Germany,Male,40,2026-01-27,Paid Ads,0
U00850,France,Female,24,2026-01-11,Organic Search,0
U00851,Sweden,Female,18,2026-01-16,Influencer,0
U00852,Austria,Female,31,2026-01-10,App Store,0
U00853,UK,Male,38,2026-01-14,App Store,0
U00854,UK,Female,25,2026-01-06,Organic Search,0
U00855,UK,Male,29,2026-01-12,Paid Ads,0
U00856,Sweden,Male,43,2026-01-17,Referral,0
U00857,Spain,Male,27,2026-01-11,Referral,0
U00858,Belgium,Female,21,2026-01-06,Social Media,0
U00859,Belgium,Male,30,2026-01-24,Social Media,0
U00860,Germany,Male,16,2026-01-10,Social Media,0
U00861,France,Male,23,2026-02-23,Social Media,0
U00862,Netherlands,Other,21,2026-01-06,Influencer,0
U00863,Netherlands,Male,24,2026-01-19,App Store,0
U00864,Sweden,Male,29,2026-02-07,Social Media,0
U00865,Germany,Female,36,2026-01-16,Organic Search,0
U00866,UK,Male,17,2026-01-11,App Store,0
U00867,UK,Male,23,2026-01-02,Social Media,0
U00868,France,Female,33,2026-02-09,Referral,0
U00869,Spain,Male,29,2026-01-01,Social Media,0
U00870,Spain,Female,25,2026-01-08,App Store,0
U00871,France,Female,32,2026-01-19,Referral,0
U00872,Italy,Female,19,2026-01-07,Social Media,0
U00873,Netherlands,Female,41,2026-01-15,Organic Search,0
U00874,France,Male,35,2026-01-05,Social Media,0
U00875,UK,Male,30,2026-01-03,App Store,0
U00876,Italy,Male,33,2026-01-21,Referral,0
U00877,Netherlands,Male,24,2026-01-21,Organic Search,0
U00878,UK,Female,28,2026-01-03,Influencer,0
U00879,Germany,Male,16,2026-01-03,Influencer,0
U00880,Sweden,Female,42,2026-01-02,Organic Search,1
U00881,UK,Male,23,2026-02-23,Influencer,0
U00882,Spain,Male,17,2026-01-27,Social Media,0
U00883,UK,Other,21,2026-02-23,Organic Search,0
U00884,Spain,Female,21,2026-02-23,Paid Ads,1
U00885,Sweden,Female,21,2026-01-22,Paid Ads,0
U00886,France,Male,30,2026-01-09,Referral,0
U00887,France,Male,20,2026-02-22,Influencer,0
U00888,France,Male,16,2026-02-23,Social Media,0
U00889,UK,Female,36,2026-01-07,Social Media,0
U00890,Spain,Male,34,2026-01-19,Referral,0
U00891,France,Male,29,2026-02-04,Organic Search,0
U00892,Sweden,Female,24,2026-01-06,Influencer,1
U00893,Germany,Female,31,2026-01-01,Referral,0
U00894,UK,Female,32,2026-01-02,App Store,0
U00895,Germany,Male,36,2026-01-01,Organic Search,0
U00896,Italy,Male,30,2026-01-09,Influencer,0
U00897,Germany,Female,36,2026-01-28,Influencer,0
U00898,UK,Male,40,2026-01-03,Influencer,0
U00899,Belgium,Female,30,2026-01-20,App Store,0
U00900,Sweden,Male,36,2026-01-28,Referral,0
U00901,Netherlands,Male,19,2026-01-25,Organic Search,0
U00902,France,Female,30,2026-01-05,Organic Search,0
U00903,France,Female,30,2026-01-06,Organic Search,0
U00904,Netherlands,Female,21,2026-01-08,Social Media,0
U00905,Austria,Male,21,2026-01-17,Social Media,0
U00906,UK,Female,18,2026-01-03,Influencer,0
U00907,Germany,Female,32,2026-01-23,Social Media,0
U00908,UK,Male,27,2026-01-04,Organic Search,0
U00909,Italy,Male,30,2026-01-05,Organic Search,0
U00910,Poland,Female,21,2026-01-09,Influencer,0
U00911,Spain,Female,18,2026-01-01,Social Media,0
U00912,Netherlands,Female,33,2026-02-23,Organic Search,0
U00913,Spain,Other,33,2026-01-03,App Store,0
U00914,UK,Female,23,2026-01-12,Social Media,0
U00915,Italy,Female,30,2026-01-06,Organic Search,0
U00916,Poland,Female,32,2026-01-26,Social Media,0
U00917,Germany,Male,20,2026-02-04,Organic Search,0
U00918,France,Female,30,2026-01-03,Organic Search,0
U00919,UK,Female,33,2026-02-23,Referral,0
U00920,Italy,Male,19,2026-02-23,Paid Ads,0
U00921,UK,Male,33,2026-01-10,Organic Search,0
U00922,Austria,Female,23,2026-01-11,Organic Search,0
U00923,Sweden,Male,29,2026-02-22,Social Media,0
U00924,France,Female,21,2026-01-27,Organic Search,0
U00925,Netherlands,Male,31,2026-02-23,Social Media,0
U00926,France,Female,16,2026-01-19,Referral,0
U00927,Netherlands,Female,20,2026-01-02,Organic Search,0
U00928,UK,Male,26,2026-01-27,Social Media,0
U00929,Germany,Female,38,2026-01-04,Organic Search,1
U00930,Netherlands,Male,24,2026-01-15,Organic Search,0
U00931,Spain,Male,21,2026-02-03,Influencer,0
U00932,UK,Female,33,2026-02-05,Social Media,0
U00933,Sweden,Female,23,2026-01-05,Influencer,0
U00934,Austria,Female,16,2026-01-14,Influencer,0
U00935,Italy,Male,32,2026-01-14,Organic Search,0
U00936,UK,Female,39,2026-01-09,Paid Ads,0
U00937,Netherlands,Female,25,2026-01-03,Influencer,0
U00938,Italy,Male,21,2026-01-04,Social Media,0
U00939,Spain,Male,22,2026-02-23,Influencer,0
U00940,Netherlands,Male,28,2026-02-23,Organic Search,0
U00941,UK,Female,32,2026-01-20,Referral,1
U00942,UK,Male,35,2026-02-23,Social Media,0
U00943,Spain,Male,22,2026-01-11,Organic Search,1
U00944,Sweden,Female,21,2026-01-09,Social Media,1
U00945,Spain,Female,26,2026-02-01,Influencer,1
U00946,Netherlands,Male,26,2026-01-10,App Store,0
U00947,France,Female,37,2026-01-14,Referral,0
U00948,Germany,Female,24,2026-02-04,App Store,0
U00949,Italy,Female,28,2026-01-02,Organic Search,0
U00950,Netherlands,Female,27,2026-01-01,Paid Ads,1
U00951,Germany,Male,33,2026-01-22,Referral,1
U00952,France,Male,28,2026-01-14,Organic Search,0
U00953,France,Female,19,2026-01-21,Organic Search,0
U00954,Netherlands,Male,27,2026-02-23,Social Media,1
U00955,Netherlands,Male,31,2026-02-23,Social Media,0
U00956,Italy,Male,31,2026-01-16,Social Media,1
U00957,France,Female,26,2026-02-11,Organic Search,0
U00958,Germany,Female,25,2026-01-09,App Store,0
U00959,Netherlands,Male,32,2026-01-03,Referral,0
U00960,Germany,Male,30,2026-01-04,App Store,0
U00961,Germany,Female,32,2026-01-16,Social Media,0
U00962,France,Male,28,2026-01-14,Referral,0
U00963,France,Male,47,2026-01-06,App Store,0
U00964,UK,Male,25,2026-01-06,Paid Ads,0
U00965,Germany,Male,31,2026-01-17,Social Media,0
U00966,Belgium,Male,16,2026-01-06,Organic Search,0
U00967,Italy,Male,37,2026-01-09,Influencer,0
U00968,Italy,Male,25,2026-02-08,Organic Search,0
U00969,UK,Female,32,2026-01-03,Organic Search,0
U00970,Germany,Male,26,2026-02-23,Paid Ads,0
U00971,Poland,Female,34,2026-01-22,Paid Ads,0
U00972,Spain,Male,20,2026-01-03,Organic Search,0
U00973,Italy,Female,16,2026-01-04,Social Media,0
U00974,Italy,Female,28,2026-01-02,Organic Search,1
U00975,France,Female,36,2026-01-13,Social Media,1
U00976,Sweden,Female,31,2026-01-04,Social Media,0
U00977,Netherlands,Female,36,2026-01-02,Organic Search,0
U00978,Germany,Female,44,2026-01-26,Organic Search,0
U00979,Germany,Male,23,2026-01-06,Social Media,0
U00980,Austria,Male,18,2026-01-04,Organic Search,0
U00981,Germany,Female,49,2026-01-17,Organic Search,0
U00982,UK,Female,37,2026-01-05,Organic Search,0
U00983,Germany,Female,23,2026-01-03,Organic Search,0
U00984,Netherlands,Female,34,2026-02-23,Influencer,1
U00985,UK,Female,22,2026-02-20,Influencer,1
U00986,Belgium,Male,39,2026-01-09,Social Media,1
U00987,France,Male,16,2026-01-30,App Store,0
U00988,UK,Male,20,2026-01-04,App Store,0
U00989,Germany,Male,29,2026-01-03,Paid Ads,0
U00990,UK,Female,22,2026-02-18,Influencer,1
U00991,UK,Female,37,2026-02-10,Referral,0
U00992,Germany,Female,37,2026-01-27,App Store,0
U00993,Germany,Female,24,2026-01-13,Organic Search,0
U00994,Germany,Male,29,2026-01-16,Influencer,0
U00995,Sweden,Male,28,2026-02-23,Organic Search,0
U00996,Netherlands,Male,36,2026-02-22,Organic Search,0
U00997,Netherlands,Female,22,2026-02-07,Organic Search,0
U00998,Netherlands,Female,18,2026-01-26,Organic Search,0
U00999,Sweden,Male,27,2026-01-04,Social Media,0
U01000,UK,Female,31,2026-02-12,Social Media,1
U01001,Spain,Male,25,2026-01-14,App Store,0
U01002,France,Male,38,2026-01-10,Social Media,0
U01003,UK,Female,19,2026-01-07,Paid Ads,0
U01004,Netherlands,Female,34,2026-01-01,Influencer,0
U01005,France,Male,27,2026-01-13,Organic Search,1
U01006,Spain,Female,31,2026-01-15,Organic Search,0
U01007,Germany,Male,16,2026-01-06,Influencer,0
U01008,Sweden,Male,25,2026-01-02,Social Media,0
U01009,Netherlands,Female,28,2026-01-01,Influencer,0
U01010,Belgium,Female,26,2026-01-13,Paid Ads,0
U01011,Germany,Male,26,2026-01-13,Influencer,0
U01012,Germany,Female,16,2026-02-05,Influencer,0
U01013,Belgium,Female,33,2026-02-23,Referral,0
U01014,France,Male,31,2026-01-06,Social Media,0
U01015,Netherlands,Female,31,2026-01-02,Social Media,0
U01016,Spain,Other,16,2026-01-07,Social Media,0
U01017,France,Female,33,2026-01-05,Referral,1
U01018,Poland,Male,30,2026-01-08,Social Media,0
U01019,Germany,Male,25,2026-01-05,Social Media,0
U01020,Poland,Female,35,2026-01-15,Paid Ads,0
U01021,Germany,Male,19,2026-02-23,App Store,0
U01022,Netherlands,Female,26,2026-02-23,Referral,0
U01023,Italy,Female,21,2026-01-03,Social Media,0
U01024,Germany,Female,28,2026-01-01,Influencer,0
U01025,Belgium,Female,28,2026-02-06,Paid Ads,0
U01026,UK,Female,23,2026-01-05,Influencer,0
U01027,Germany,Male,34,2026-02-23,Social Media,0
U01028,Germany,Female,20,2026-01-02,Paid Ads,0
U01029,Spain,Female,29,2026-01-26,Paid Ads,0
U01030,Germany,Female,28,2026-01-03,Influencer,0
