user_id,activity_date,sessions,session_duration_min,workouts_completed,ai_coach_used,training_plan_accessed,calories_burned,active_minutes,steps_recorded
U00142,2026-02-01,2,21.4,1,0,1,325,34,5048
U00142,2026-02-07,1,31.6,2,0,0,583,62,0
U00142,2026-02-08,2,14.2,0,0,0,50,9,0
U00142,2026-02-10,1,25.4,1,1,0,232,37,4512
U00142,2026-02-15,1,11.0,2,0,0,323,47,0
U00142,2026-02-22,1,17.0,1,0,0,341,31,6877
U00143,2026-01-29,2,13.6,1,1,1,470,29,6840
U00143,2026-01-30,1,27.0,2,1,0,731,58,0
U00143,2026-01-31,1,20.6,1,0,1,276,34,0
U00143,2026-02-01,1,22.1,1,0,1,382,35,0
U00143,2026-02-03,1,29.3,1,0,0,495,40,6882
U00143,2026-02-04,1,17.4,1,0,1,271,32,0
U00143,2026-02-06,2,12.3,0,1,1,50,8,0
U00143,2026-02-10,3,29.6,1,0,0,483,40,4372
U00143,2026-02-11,1,11.9,2,1,1,593,48,0
U00143,2026-02-13,1,22.1,1,0,0,386,35,0
U00143,2026-02-22,1,19.5,1,1,1,312,33,3874
U00143,2026-02-24,2,20.7,1,0,0,285,34,0
U00144,2026-01-06,1,18.1,2,0,1,483,52,0
U00144,2026-01-08,1,34.3,1,1,0,279,44,0
U00144,2026-01-11,2,12.4,2,0,1,354,48,5083
U00144,2026-01-14,2,25.3,1,0,0,329,37,5081
U00144,2026-01-18,2,78.6,1,0,0,373,75,0
U00144,2026-01-22,2,42.5,0,0,1,127,29,0
U00144,2026-01-27,1,26.3,1,0,0,147,38,8582
U00144,2026-02-01,1,46.5,1,1,1,467,52,0
U00144,2026-02-02,1,31.8,2,0,1,650,62,3573
U00144,2026-02-09,1,15.3,1,0,0,388,30,0
U00144,2026-02-10,2,45.7,0,0,0,137,31,0
U00144,2026-02-14,1,16.3,2,0,0,468,51,0
U00144,2026-02-16,1,7.2,2,0,0,436,45,0
U00144,2026-02-27,1,30.1,1,0,1,379,41,9102
U00144,2026-03-01,1,14.3,1,1,0,408,30,0
U00145,2026-01-11,1,18.4,1,0,0,280,32,4729
U00145,2026-01-12,2,63.7,2,0,0,713,84,4132
U00145,2026-01-16,1,22.1,1,0,1,311,35,0
U00145,2026-01-18,3,32.8,0,0,0,98,22,0
U00145,2026-01-19,2,28.8,1,0,0,392,40,8259
U00145,2026-01-21,1,29.3,1,1,1,324,40,0
U00145,2026-01-24,2,23.6,0,1,1,70,16,5830
U00145,2026-01-28,1,18.8,1,0,0,236,33,3977
U00145,2026-02-03,1,19.3,2,0,0,670,53,4823
U00145,2026-02-05,1,7.2,1,0,0,111,25,0
U00145,2026-02-09,1,12.5,2,0,0,541,48,0
U00145,2026-02-16,1,14.3,2,0,0,781,50,5306
U00145,2026-02-22,1,19.8,1,0,1,326,33,3995
U00145,2026-02-23,1,38.0,1,0,0,316,46,0
U00145,2026-02-24,1,18.5,1,0,1,402,32,0
U00145,2026-02-25,2,43.5,0,0,0,130,30,4126
U00145,2026-02-27,2,27.9,1,1,0,244,39,0
U00145,2026-02-28,2,9.7,1,1,0,223,26,5115
U00146,2026-01-11,3,27.8,2,0,0,478,59,0
U00146,2026-01-12,1,33.9,1,0,0,458,43,0
U00146,2026-01-16,1,18.6,2,0,0,591,53,0
U00146,2026-01-19,2,18.2,1,1,1,313,32,2995
U00146,2026-01-27,2,16.7,2,0,0,776,51,0
U00146,2026-01-29,1,28.0,1,0,0,123,39,0
U00146,2026-02-01,1,19.7,1,0,1,166,33,0
U00146,2026-02-07,1,25.5,1,1,0,373,37,5279
U00146,2026-02-11,1,46.0,1,0,0,317,52,0
U00146,2026-02-14,2,32.3,1,0,1,360,42,8437
U00146,2026-02-15,1,21.5,1,0,1,243,35,0
U00146,2026-02-18,3,20.9,1,0,0,238,34,0
U00146,2026-02-22,1,19.9,1,0,1,341,33,0
U00147,2026-01-09,1,23.8,2,0,0,413,56,0
U00147,2026-01-12,2,19.7,0,1,1,59,13,8640
U00147,2026-01-15,1,12.3,1,0,0,310,28,0
U00147,2026-01-22,1,21.3,1,0,1,333,34,2918
U00147,2026-01-24,1,30.8,2,0,1,703,61,4544
U00147,2026-01-30,2,9.9,0,0,0,50,6,0
U00147,2026-02-01,1,23.7,2,0,0,751,56,0
U00147,2026-02-03,1,35.3,1,0,0,317,44,0
U00147,2026-02-08,2,23.8,2,0,0,373,56,0
U00147,2026-02-09,2,18.8,1,0,0,291,33,5169
U00147,2026-02-10,3,23.8,1,1,0,258,36,5598
U00147,2026-02-13,2,10.0,1,0,0,318,27,0
U00147,2026-02-15,3,28.2,1,1,1,246,39,0
U00147,2026-02-18,1,19.8,1,0,1,284,33,0
U00147,2026-02-19,2,51.6,1,1,0,477,56,5968
U00147,2026-02-20,2,23.0,1,0,0,309,36,8029
U00147,2026-02-27,1,62.6,2,0,0,675,83,5990
U00147,2026-03-01,1,14.3,1,0,0,257,30,0
U00148,2026-01-14,3,16.8,1,0,0,372,31,0
U00148,2026-01-17,1,14.2,1,0,0,272,29,6998
U00148,2026-01-19,3,28.7,1,1,1,286,40,0
U00148,2026-01-22,1,33.7,1,1,1,398,43,8123
U00148,2026-01-23,2,24.7,2,0,0,754,57,7262
U00148,2026-01-24,2,17.8,1,0,0,322,32,0
U00148,2026-01-26,3,18.5,2,0,0,535,52,0
U00148,2026-01-28,1,27.7,1,1,0,203,39,0
U00148,2026-02-02,1,25.0,2,1,1,465,57,0
U00148,2026-02-03,1,44.4,2,0,0,860,71,8058
U00148,2026-02-04,1,35.2,1,0,0,419,44,7782
U00148,2026-02-05,1,8.8,1,0,0,311,26,7905
U00148,2026-02-06,1,33.5,1,0,1,243,43,0
U00148,2026-02-09,1,22.3,2,0,0,390,55,0
U00148,2026-02-12,2,27.6,1,0,0,403,39,6263
U00148,2026-02-16,1,11.5,1,0,0,373,28,0
U00148,2026-02-17,3,40.3,0,0,0,120,28,10132
U00148,2026-02-21,1,44.1,1,0,0,403,50,0
U00148,2026-03-01,1,43.6,1,0,0,579,50,0
U00149,2026-01-21,2,31.5,2,0,0,743,62,0
U00149,2026-01-24,2,25.2,2,0,0,547,57,0
U00149,2026-01-26,1,10.6,1,1,0,353,27,2655
U00149,2026-01-31,3,30.5,0,0,1,91,21,0
U00149,2026-02-02,1,18.2,1,0,0,237,32,0
U00149,2026-02-08,1,27.2,1,0,0,332,39,0
U00149,2026-02-10,1,36.8,1,0,1,387,45,0
U00149,2026-02-12,1,39.8,1,0,1,307,47,2191
U00149,2026-02-15,2,14.6,1,0,0,241,30,0
U00149,2026-02-17,2,32.0,1,0,1,453,42,0
U00149,2026-02-19,3,23.1,2,0,0,671,56,7823
U00149,2026-02-20,2,21.2,2,0,0,678,54,3801
U00149,2026-02-21,1,43.1,1,0,0,347,50,0
U00149,2026-02-22,2,19.9,1,0,1,250,33,4237
U00149,2026-02-23,2,25.7,2,1,1,720,57,1186
U00149,2026-02-24,1,13.7,1,0,0,298,29,4868
U00149,2026-02-28,1,10.2,1,0,0,335,27,0
U00150,2026-01-15,1,9.8,1,1,0,329,26,8251
U00150,2026-01-17,1,12.6,2,0,0,438,48,0
U00150,2026-01-18,2,17.4,1,0,0,414,32,8837
U00150,2026-01-19,1,14.8,1,0,0,305,30,0
U00150,2026-01-20,1,13.9,1,0,1,360,29,0
U00150,2026-01-22,1,20.8,1,0,1,316,34,0
U00150,2026-01-24,1,26.2,1,0,1,470,38,5709
U00150,2026-01-28,2,7.4,2,0,1,600,45,0
U00150,2026-01-29,2,33.1,1,0,0,266,43,0
U00150,2026-01-31,1,19.7,1,1,0,272,33,0
U00150,2026-02-02,2,13.1,1,0,0,347,29,0
U00150,2026-02-04,1,12.9,2,0,1,388,49,9048
U00150,2026-02-06,3,37.0,1,0,1,208,45,0
U00150,2026-02-08,1,23.2,1,0,0,387,36,0
U00150,2026-02-11,1,28.3,1,1,1,365,39,0
U00150,2026-02-12,3,36.1,1,0,1,305,45,0
U00150,2026-02-14,1,32.2,1,1,1,377,42,3867
U00150,2026-02-16,1,7.8,1,0,1,231,25,0
U00150,2026-02-20,1,29.6,1,0,0,295,40,0
U00150,2026-02-21,3,15.3,0,0,0,50,10,6112
U00150,2026-02-22,1,20.2,1,1,0,368,34,0
U00150,2026-02-26,2,32.9,2,0,0,521,63,5005
U00151,2026-01-09,2,22.4,2,0,0,907,55,4734
U00151,2026-01-11,2,30.7,1,0,0,273,41,0
U00151,2026-01-13,1,12.8,1,0,1,200,28,0
U00151,2026-01-14,1,34.6,1,1,0,317,44,0
U00151,2026-01-15,1,10.1,1,1,0,154,27,9040
U00151,2026-01-16,1,41.1,3,0,1,1230,88,9817
U00151,2026-01-19,2,18.8,2,0,0,677,53,0
U00151,2026-01-21,3,13.8,1,0,0,366,29,2943
U00151,2026-01-23,1,16.0,1,0,0,139,31,0
U00151,2026-01-24,1,26.9,1,0,0,234,38,10487
U00151,2026-01-27,1,16.4,2,0,1,300,51,0
U00151,2026-01-28,1,20.2,1,0,0,301,34,12238
U00151,2026-01-30,1,67.0,1,1,0,425,66,0
U00151,2026-02-02,2,8.2,0,0,0,50,5,1723
U00151,2026-02-03,1,21.8,1,1,1,428,35,0
U00151,2026-02-04,3,18.6,2,0,1,580,53,0
U00151,2026-02-05,1,9.9,1,0,0,262,26,0
U00151,2026-02-06,1,20.8,1,0,1,471,34,0
U00151,2026-02-12,1,7.8,1,0,0,312,25,0
U00151,2026-02-21,2,19.9,1,0,1,293,33,4687
U00151,2026-02-23,3,17.3,1,0,0,278,32,0
U00152,2026-01-02,1,12.7,1,0,0,400,28,4974
U00152,2026-01-04,3,29.9,0,0,1,89,20,3953
U00152,2026-01-05,1,26.5,1,0,1,334,38,0
U00152,2026-01-06,3,10.3,2,0,1,748,47,0
U00152,2026-01-07,1,38.5,1,1,1,300,46,709
U00152,2026-01-09,1,24.7,1,0,0,287,37,14230
U00152,2026-01-12,1,24.7,1,0,0,155,37,0
U00152,2026-01-15,1,15.0,1,0,1,331,30,0
U00152,2026-01-16,1,17.7,1,0,0,248,32,7769
U00152,2026-01-21,1,25.5,1,0,1,276,37,9882
U00152,2026-01-22,1,23.3,1,0,1,339,36,0
U00152,2026-01-23,1,13.4,2,1,0,768,49,0
U00152,2026-01-24,1,26.6,1,1,1,316,38,554
U00152,2026-01-31,1,21.5,1,0,1,292,35,10860
U00152,2026-02-02,1,13.1,1,0,0,422,29,0
U00152,2026-02-06,2,34.8,1,1,0,348,44,0
U00152,2026-02-09,1,22.3,1,0,0,382,35,0
U00152,2026-02-14,1,41.1,1,1,0,327,48,6553
U00152,2026-02-19,3,22.1,1,0,1,264,35,4546
U00152,2026-02-20,2,29.8,1,0,0,363,40,6842
U00152,2026-02-22,1,13.5,1,0,0,283,29,9039
U00152,2026-02-24,1,29.8,3,0,1,907,80,0
U00153,2026-01-04,1,17.5,2,1,0,279,52,0
U00153,2026-01-07,2,12.5,2,0,1,728,48,0
U00153,2026-01-11,1,39.2,1,0,0,365,47,0
U00153,2026-01-12,1,23.8,1,0,0,305,36,0
U00153,2026-01-13,1,67.7,1,0,0,451,67,9146
U00153,2026-01-14,2,6.1,1,0,0,187,24,0
U00153,2026-01-19,1,17.4,2,1,0,607,52,1920
U00153,2026-01-29,2,13.9,2,1,0,302,49,0
U00153,2026-01-30,3,20.3,3,0,1,1023,74,0
U00153,2026-01-31,1,18.3,1,0,1,350,32,0
U00153,2026-02-01,1,12.2,1,0,0,191,28,0
U00153,2026-02-06,2,41.4,1,0,1,312,48,7177
U00153,2026-02-12,1,8.1,1,0,0,220,25,4403
U00153,2026-02-15,2,48.2,1,0,1,310,53,3813
U00153,2026-02-17,1,43.1,1,0,0,381,50,4865
U00153,2026-02-20,1,22.8,1,0,0,303,35,4059
U00153,2026-02-23,2,31.8,0,0,0,95,22,0
U00153,2026-03-01,3,16.8,1,0,0,269,31,4387
U00154,2026-01-02,1,41.9,1,0,0,246,49,6129
U00154,2026-01-03,1,47.4,2,0,0,467,73,2549
U00154,2026-01-05,1,8.0,1,0,0,157,25,0
U00154,2026-01-06,2,11.8,2,0,1,660,48,7739
U00154,2026-01-09,2,40.8,1,1,0,395,48,9043
U00154,2026-01-14,2,30.6,2,0,1,750,61,0
U00154,2026-01-20,1,20.0,2,0,0,357,54,4575
U00154,2026-01-29,1,16.2,2,0,0,562,51,0
U00154,2026-02-02,1,33.4,1,0,0,494,43,0
U00154,2026-02-06,1,18.4,1,1,0,95,32,0
U00154,2026-02-15,2,31.6,1,0,1,258,42,5241
U00154,2026-02-17,1,35.5,1,0,0,422,44,6609
U00154,2026-02-22,2,20.0,1,0,0,459,34,5334
U00154,2026-02-23,2,31.9,1,0,1,388,42,0
U00155,2026-01-10,2,24.9,0,0,1,74,17,5861
U00155,2026-01-11,1,11.7,1,0,0,316,28,6211
U00155,2026-01-13,1,14.1,2,0,0,487,49,0
U00155,2026-01-18,2,56.9,1,0,0,308,59,5079
U00155,2026-01-22,1,28.9,1,0,0,441,40,0
U00155,2026-01-24,2,11.4,1,0,1,377,27,0
U00155,2026-01-25,1,60.5,1,0,0,324,62,0
U00155,2026-01-26,2,36.6,1,0,0,338,45,0
U00155,2026-01-28,1,11.1,1,1,1,288,27,0
U00155,2026-02-05,2,49.3,2,0,0,834,74,0
U00155,2026-02-11,1,31.8,1,0,0,339,42,1395
U00155,2026-02-16,2,21.1,1,0,0,245,34,0
U00155,2026-02-22,1,52.2,1,0,0,403,56,0
U00155,2026-02-23,1,38.5,1,1,0,321,46,0
U00155,2026-02-24,1,21.9,1,0,1,296,35,4924
U00155,2026-02-27,2,7.7,0,1,0,50,5,0
U00155,2026-02-28,2,11.5,0,0,0,50,8,0
U00156,2026-01-13,1,18.5,1,0,0,321,32,5896
U00156,2026-01-15,2,28.8,2,1,1,860,60,0
U00156,2026-01-17,1,12.1,1,0,0,328,28,0
U00156,2026-01-18,1,38.8,1,0,0,311,47,0
U00156,2026-01-19,1,17.5,1,0,1,313,32,0
U00156,2026-01-21,1,46.7,1,0,0,515,52,4352
U00156,2026-01-27,1,20.5,1,0,1,149,34,0
U00156,2026-01-28,2,27.3,1,0,0,249,39,0
U00156,2026-01-29,2,27.9,1,0,0,295,39,0
U00156,2026-01-30,1,22.2,1,0,0,215,35,0
U00156,2026-01-31,1,68.4,1,0,0,406,67,0
U00156,2026-02-02,2,14.9,1,0,0,391,30,2334
U00156,2026-02-03,1,53.9,1,0,0,560,57,0
U00156,2026-02-04,1,10.5,1,0,1,305,27,0
U00156,2026-02-08,1,16.9,2,0,0,406,51,9737
U00156,2026-02-10,1,34.0,1,0,1,332,43,6612
U00156,2026-02-13,3,13.3,1,0,0,346,29,0
U00156,2026-02-26,2,55.7,0,0,0,167,38,0
U00157,2026-01-14,1,13.9,1,0,0,278,29,0
U00157,2026-01-15,1,42.9,1,0,1,421,50,0
U00157,2026-01-16,2,28.3,1,0,1,287,39,6247
U00157,2026-01-19,1,9.4,1,1,0,215,26,0
U00157,2026-01-22,1,36.8,1,0,1,419,45,0
U00157,2026-01-26,1,46.5,1,1,1,487,52,5866
U00157,2026-01-30,1,24.4,1,0,0,317,37,3865
U00157,2026-01-31,1,14.8,1,1,0,272,30,0
U00157,2026-02-01,2,25.9,0,1,0,77,18,0
U00157,2026-02-03,1,62.1,1,0,1,500,63,7994
U00157,2026-02-05,1,6.6,1,0,1,369,24,8534
U00157,2026-02-08,1,12.8,2,0,1,658,48,0
U00157,2026-02-10,1,20.6,1,0,1,379,34,8601
U00157,2026-02-15,1,21.1,1,0,1,212,34,0
U00157,2026-02-16,2,9.9,0,1,0,50,6,0
U00157,2026-02-17,2,47.7,0,0,0,143,33,9646
U00157,2026-02-18,1,15.2,1,0,0,168,30,0
U00157,2026-02-19,1,27.5,2,0,0,726,59,0
U00157,2026-02-20,1,31.4,1,0,1,358,41,0
U00157,2026-02-21,1,39.3,1,1,1,309,47,0
U00157,2026-02-23,1,15.5,1,0,0,325,30,0
U00157,2026-02-24,1,35.4,1,0,0,393,44,0
U00158,2026-01-02,2,17.0,1,0,0,403,31,0
U00158,2026-01-04,2,36.4,2,1,0,562,65,0
U00158,2026-01-07,1,32.3,1,0,0,149,42,7713
U00158,2026-01-10,3,29.6,1,1,0,374,40,3177
U00158,2026-01-12,1,13.1,1,1,0,377,29,0
U00158,2026-01-20,2,19.9,1,0,1,229,33,0
U00158,2026-01-21,1,31.2,1,0,1,364,41,0
U00158,2026-01-24,1,32.5,1,0,0,461,42,0
U00158,2026-01-27,1,64.2,1,0,1,369,64,0
U00158,2026-01-28,3,36.0,0,1,1,108,25,0
U00158,2026-01-31,2,18.7,1,1,0,358,33,0
U00158,2026-02-04,2,20.0,1,1,0,143,34,0
U00158,2026-02-13,1,24.9,1,1,0,430,37,3367
U00158,2026-02-14,1,42.8,2,0,0,641,69,0
U00158,2026-02-20,1,9.6,3,0,0,694,66,3379
U00158,2026-02-22,2,14.5,1,1,1,392,30,0
U00158,2026-02-25,1,23.8,1,0,0,517,36,0
U00158,2026-02-28,1,48.5,2,0,0,487,73,12197
U00159,2026-02-03,1,17.8,1,0,0,181,32,0
U00159,2026-02-06,2,53.0,1,0,0,286,57,0
U00159,2026-02-07,2,14.4,1,0,0,314,30,9309
U00159,2026-02-10,2,14.3,1,1,0,188,30,0
U00159,2026-02-14,1,34.6,1,0,0,587,44,5163
U00159,2026-02-20,2,43.5,0,0,0,130,30,7690
U00159,2026-02-21,2,14.9,3,0,0,608,70,6390
U00159,2026-02-27,3,35.6,3,0,0,766,84,0
U00160,2026-01-02,1,11.9,1,0,0,257,28,10705
U00160,2026-01-04,1,25.7,1,0,1,406,37,6393
U00160,2026-01-05,2,24.3,1,0,0,290,37,0
U00160,2026-01-09,2,16.3,0,1,0,50,11,0
U00160,2026-01-12,1,9.2,1,0,1,373,26,6244
U00160,2026-01-13,1,8.7,1,0,0,305,26,2257
U00160,2026-01-21,1,26.7,1,0,0,219,38,0
U00160,2026-01-25,1,37.1,1,0,1,422,45,0
U00160,2026-01-26,1,21.6,1,1,1,299,35,4331
U00160,2026-01-27,2,12.2,1,0,0,303,28,6609
U00160,2026-01-28,2,24.8,0,0,0,74,17,0
U00160,2026-01-30,2,14.6,2,0,0,519,50,8615
U00160,2026-01-31,1,21.3,1,0,0,410,34,0
U00160,2026-02-02,3,23.3,1,0,0,314,36,0
U00160,2026-02-03,1,14.7,1,1,0,166,30,0
U00160,2026-02-04,2,21.1,1,0,0,361,34,0
U00160,2026-02-10,2,15.2,2,0,0,566,50,0
U00160,2026-02-13,3,58.5,0,1,0,175,40,3796
U00160,2026-02-15,1,17.1,3,1,1,1084,71,5260
U00160,2026-02-16,2,26.3,0,0,1,78,18,0
U00160,2026-02-19,1,9.9,1,0,0,292,26,7970
U00160,2026-02-22,1,19.2,1,0,0,286,33,0
U00160,2026-02-23,1,32.7,2,0,0,1054,62,5100
U00160,2026-02-28,2,36.1,0,0,1,108,25,0
U00160,2026-03-01,1,12.4,1,1,0,303,28,0
U00161,2026-02-12,1,14.3,1,0,1,164,30,0
U00161,2026-02-14,2,22.7,1,0,0,331,35,0
U00161,2026-02-16,1,16.0,1,0,0,213,31,0
U00161,2026-02-21,1,13.6,1,0,0,272,29,5762
U00161,2026-02-26,1,18.3,1,1,1,220,32,0
U00161,2026-02-28,1,15.2,1,0,0,330,30,5400
U00162,2026-02-08,3,43.3,1,0,0,486,50,0
U00162,2026-02-09,2,27.2,0,1,0,81,19,0
U00162,2026-02-10,2,35.1,0,0,1,105,24,0
U00162,2026-02-12,1,12.1,1,0,0,286,28,0
U00162,2026-02-14,1,22.4,1,0,0,274,35,6641
U00162,2026-02-17,2,16.7,2,0,0,311,51,0
U00162,2026-02-24,1,19.1,1,0,0,325,33,0
U00163,2026-01-05,2,27.6,1,1,0,238,39,0
U00163,2026-01-06,2,18.4,1,0,0,299,32,0
U00163,2026-01-09,1,25.8,1,0,0,375,38,0
U00163,2026-01-10,1,11.1,1,0,0,361,27,0
U00163,2026-01-13,2,11.8,0,0,0,50,8,0
U00163,2026-01-18,1,36.4,1,0,0,334,45,0
U00163,2026-01-19,3,22.8,1,0,0,281,35,4894
U00163,2026-01-21,1,34.5,1,1,0,355,44,6543
U00163,2026-02-01,1,24.4,2,0,0,553,57,4333
U00163,2026-02-03,1,29.6,2,1,0,653,60,8376
U00163,2026-02-06,2,11.8,2,0,1,621,48,0
U00163,2026-02-07,2,57.6,0,1,0,172,40,0
U00163,2026-02-12,1,42.7,1,0,0,487,49,0
U00163,2026-02-16,1,43.2,1,0,0,404,50,0
U00163,2026-02-22,1,44.1,3,0,0,871,90,0
U00164,2026-01-12,2,21.8,1,1,1,235,35,0
U00164,2026-01-13,1,17.7,1,0,0,416,32,0
U00164,2026-01-14,1,15.0,1,0,0,374,30,0
U00164,2026-01-15,1,32.8,1,0,1,295,42,5053
U00164,2026-01-17,1,13.8,1,1,1,295,29,0
U00164,2026-01-24,1,25.2,2,0,0,358,57,0
U00164,2026-01-29,1,7.5,2,0,0,522,45,5913
U00164,2026-02-06,2,25.5,1,0,0,470,37,0
U00164,2026-02-09,1,15.7,1,0,0,310,30,0
U00164,2026-02-10,1,9.3,1,1,0,342,26,3871
U00164,2026-02-12,1,15.2,1,0,0,334,30,5227
U00164,2026-02-21,1,13.2,1,0,0,379,29,0
U00164,2026-02-26,1,21.1,1,0,0,330,34,0
U00165,2026-01-10,1,44.7,3,0,0,809,91,10414
U00165,2026-01-12,1,21.3,1,1,1,277,34,0
U00165,2026-01-13,1,70.3,1,1,1,439,69,3029
U00165,2026-01-14,3,10.7,1,0,1,166,27,6564
U00165,2026-01-16,2,30.6,1,0,1,463,41,0
U00165,2026-01-17,2,38.6,0,1,0,115,27,0
U00165,2026-01-20,1,27.9,1,1,0,217,39,0
U00165,2026-01-22,3,29.2,1,1,1,442,40,0
U00165,2026-01-23,2,71.6,1,0,1,477,70,6721
U00165,2026-01-27,3,30.7,1,0,0,257,41,0
U00165,2026-01-28,3,23.4,1,1,0,310,36,0
U00165,2026-01-30,1,30.7,1,1,1,307,41,0
U00165,2026-01-31,1,42.2,1,0,0,456,49,0
U00165,2026-02-03,3,23.8,0,1,0,71,16,0
U00165,2026-02-04,1,11.3,1,1,0,277,27,0
U00165,2026-02-05,1,41.1,1,0,0,397,48,0
U00165,2026-02-06,1,46.9,1,1,0,291,52,0
U00165,2026-02-07,2,29.2,1,0,1,231,40,1254
U00165,2026-02-10,1,21.6,1,0,1,399,35,7600
U00165,2026-02-15,1,19.8,2,0,1,570,53,3945
U00165,2026-02-19,2,19.1,2,0,1,764,53,0
U00165,2026-02-23,2,47.2,1,1,0,553,53,0
U00165,2026-02-26,3,29.5,0,0,1,88,20,6109
U00166,2026-01-03,1,30.1,1,0,0,330,41,0
U00166,2026-01-06,2,33.8,1,0,1,357,43,5748
U00166,2026-01-08,1,15.1,1,1,0,183,30,0
U00166,2026-01-09,2,13.9,1,0,0,162,29,9756
U00166,2026-01-10,1,33.6,1,1,0,376,43,3183
U00166,2026-01-15,2,14.7,1,1,1,217,30,5782
U00166,2026-01-16,2,21.5,0,0,0,64,15,0
U00166,2026-01-20,1,41.2,1,0,0,303,48,0
U00166,2026-01-21,1,16.5,3,0,0,686,71,0
U00166,2026-01-23,2,40.6,2,0,0,726,68,0
U00166,2026-01-28,1,28.9,1,0,1,310,40,6248
U00166,2026-01-29,2,25.0,2,0,0,433,57,9918
U00166,2026-01-30,1,17.5,1,0,0,418,32,6065
U00166,2026-02-01,2,19.9,1,1,0,225,33,0
U00166,2026-02-02,1,15.0,3,0,0,839,70,8266
U00166,2026-02-07,2,10.6,2,0,0,503,47,0
U00166,2026-02-14,1,20.4,2,0,0,461,54,6646
U00166,2026-02-15,1,21.3,3,0,1,565,74,0
U00166,2026-02-16,1,40.8,1,0,0,436,48,0
U00166,2026-02-17,2,33.0,0,0,0,99,23,0
U00167,2026-01-16,1,15.1,2,0,0,486,50,0
U00167,2026-01-18,2,10.5,1,0,0,345,27,3883
U00167,2026-01-21,3,28.0,2,0,1,704,59,0
U00167,2026-01-23,2,32.3,2,0,0,821,62,7068
U00167,2026-01-25,1,21.6,1,0,0,339,35,9678
U00167,2026-01-27,1,19.4,1,0,0,186,33,0
U00167,2026-02-01,3,35.6,0,1,0,106,24,0
U00167,2026-02-04,2,10.1,1,1,0,268,27,0
U00167,2026-02-05,1,27.1,1,0,0,356,38,9933
U00167,2026-02-07,1,31.6,1,0,1,363,42,0
U00167,2026-02-09,3,23.0,1,1,0,211,36,0
U00167,2026-02-11,2,24.7,3,1,0,921,77,0
U00167,2026-02-13,2,39.0,0,0,0,117,27,0
U00167,2026-02-17,2,28.9,0,0,0,86,20,9061
U00167,2026-02-23,2,20.2,2,0,1,749,54,0
U00167,2026-02-26,1,17.5,3,0,0,756,72,3917
U00167,2026-02-27,1,19.3,1,0,1,245,33,9341
U00167,2026-02-28,1,15.2,2,0,0,528,50,0
U00168,2026-01-20,2,29.4,0,1,1,88,20,8642
U00168,2026-01-21,1,56.2,2,1,0,709,79,0
U00168,2026-01-22,1,43.7,1,0,0,362,50,0
U00168,2026-01-23,1,22.8,1,1,1,403,35,0
U00168,2026-01-24,1,27.4,1,1,1,375,39,0
U00168,2026-01-25,3,42.8,0,0,1,128,29,0
U00168,2026-01-26,1,33.9,1,0,0,439,43,0
U00168,2026-01-27,1,26.3,3,1,0,708,78,0
U00168,2026-01-28,1,104.0,2,0,0,889,112,546
U00168,2026-01-29,1,51.0,1,0,0,234,55,0
U00168,2026-01-30,1,37.1,1,1,1,323,45,4134
U00168,2026-01-31,2,44.1,1,0,1,239,50,0
U00168,2026-02-01,2,16.8,2,0,0,761,51,0
U00168,2026-02-03,2,23.3,0,0,1,69,16,0
U00168,2026-02-04,1,23.1,2,0,0,741,56,0
U00168,2026-02-05,1,39.9,1,1,1,416,47,0
U00168,2026-02-06,1,17.2,1,1,0,341,32,0
U00168,2026-02-08,1,11.1,1,0,0,323,27,0
U00168,2026-02-10,1,23.0,1,1,0,380,36,0
U00168,2026-02-11,1,13.7,1,0,0,334,29,8301
U00168,2026-02-14,1,39.5,1,0,0,370,47,0
U00168,2026-02-16,1,16.4,1,0,1,266,31,5256
U00168,2026-02-17,1,23.8,1,1,1,224,36,0
U00168,2026-02-18,1,12.9,1,1,1,287,29,0
U00168,2026-02-19,2,36.0,0,1,1,108,25,0
U00168,2026-02-20,1,27.8,1,0,1,152,39,0
U00168,2026-02-21,2,42.1,0,1,1,126,29,0
U00168,2026-02-23,2,22.5,2,0,1,541,55,0
U00168,2026-02-27,2,55.8,2,1,1,683,79,0
U00168,2026-02-28,1,31.1,1,0,0,371,41,0
U00168,2026-03-01,3,44.6,0,0,0,133,31,0
U00169,2026-02-25,1,41.8,2,1,1,624,69,0
U00169,2026-02-28,1,20.2,1,0,0,189,34,0
U00170,2026-01-11,1,38.0,1,0,0,295,46,8328
U00170,2026-01-12,1,36.2,2,0,0,232,65,1893
U00170,2026-01-16,3,16.9,2,0,0,355,51,0
U00170,2026-01-18,1,33.2,1,1,1,311,43,0
U00170,2026-01-22,2,15.7,1,0,0,337,30,0
U00170,2026-01-24,3,20.2,1,0,1,299,34,4057
U00170,2026-01-25,3,23.9,1,1,0,460,36,0
U00170,2026-01-26,1,45.2,1,0,0,255,51,0
U00170,2026-01-29,2,41.8,1,0,1,425,49,0
U00170,2026-02-13,1,34.3,1,0,0,264,44,0
U00170,2026-02-14,1,10.6,2,0,0,338,47,0
U00170,2026-02-17,1,24.6,1,1,0,279,37,0
U00170,2026-02-22,2,27.2,3,0,0,650,79,0
U00170,2026-02-23,1,24.5,1,1,0,373,37,6841
U00170,2026-02-26,1,22.8,1,0,1,246,35,7745
U00170,2026-03-01,1,16.8,1,0,0,344,31,4363
